degree_id_ботинки,degree_id_брюки,degree_id_водолазка,degree_id_джинсы,degree_id_капюшон,degree_id_кеды,degree_id_кепка,degree_id_колготки,degree_id_кофта,degree_id_кроссовки,degree_id_куртка,degree_id_майка,degree_id_носки,degree_id_пальто,degree_id_панама,degree_id_перчатки,degree_id_пиджак,degree_id_платок,degree_id_подштанники,degree_id_пуховик,degree_id_рубашка,degree_id_сандали,degree_id_сапоги,degree_id_свитер,degree_id_толстовка,degree_id_туфли,degree_id_ушанка,degree_id_футболка,degree_id_шапка,degree_id_шляпа,degree_id_шорты,degree_id_штаны
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
